full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,seats,mileage,body_type,city,registered_year_Imputation,km_group,max_power_clean_bhp,mileage_number,mileage_unit,boxcox_resale_price
2017 Mahindra XUV500 AT W6 1.99 mHawk,11618.14,2017.0,1997.0,Comprehensive,Automatic,43000.0,Second Owner,Diesel,7.0,16 kmpl,SUV,Mumbai,2017.0,20k-60k,140.0,16.0,kmpl,3.4475109448134096
2013 Volkswagen Polo 1.2 MPI Highline,4725.08,2013.0,1198.0,Comprehensive,Manual,33000.0,First Owner,Petrol,5.0,16.47 kmpl,Hatchback,Mumbai,2013.0,20k-60k,74.0,16.47,kmpl,3.3632339561399833
2014 Volkswagen Vento 1.2 TSI Highline AT,6059.22,2014.0,1197.0,Comprehensive,Automatic,29000.0,First Owner,Petrol,5.0,16.93 kmpl,Sedan,Mumbai,2014.0,20k-60k,103.0,16.93,kmpl,3.3885815223179967
2016 Volkswagen Vento 1.5 TDI Highline AT,8282.79,2016.0,1498.0,Third Party,Automatic,39000.0,First Owner,Diesel,5.0,22.15 kmpl,Sedan,Mumbai,2016.0,20k-60k,108.0,22.15,kmpl,3.4181532560203993
2013 Toyota Etios G,4391.55,2013.0,1496.0,Comprehensive,Manual,11000.0,First Owner,Petrol,5.0,17.6 kmpl,Sedan,Mumbai,2013.0,0-20k,88.0,17.6,kmpl,3.3554479842845875
2018 Tata Tiago 1.2 Revotron XZA,6059.22,2018.0,1199.0,Comprehensive,Automatic,20000.0,First Owner,Petrol,5.0,23.84 kmpl,Hatchback,Mumbai,2018.0,0-20k,83.0,23.84,kmpl,3.3885815223179967
2014 Honda City i VTEC SV,5836.87,2014.0,1497.0,Third Party,Manual,37000.0,First Owner,Petrol,5.0,17.8 kmpl,Sedan,Mumbai,2014.0,20k-60k,117.0,17.8,kmpl,3.3848773063118682
2016 Skoda Superb Style 1.8 TSI AT,15787.33,2016.0,1798.0,Third Party,Automatic,41200.0,First Owner,Petrol,5.0,14.67 kmpl,Sedan,Mumbai,2016.0,20k-60k,177.0,14.67,kmpl,3.471925577630407
2015 Hyundai Creta 1.6 VTVT S,8349.5,2015.0,1591.0,Third Party,Manual,56000.0,Second Owner,Petrol,5.0,15.29 kmpl,SUV,Mumbai,2015.0,20k-60k,121.0,15.290000000000001,kmpl,3.4188802239093627
2014 Honda City V MT,5847.98,2014.0,1498.0,Third Party,Manual,46000.0,First Owner,Petrol,5.0,18.6 kmpl,Sedan,Mumbai,2014.0,20k-60k,119.0,18.6,kmpl,3.385066606849797
2017 Maruti Wagon R VXI,3902.36,2017.0,998.0,Third Party,Manual,50000.0,Second Owner,Petrol,5.0,21.79 kmpl,Hatchback,Mumbai,2017.0,20k-60k,67.0,21.79,kmpl,3.342562447762874
2016 Honda Jazz 1.2 V i VTEC,5781.28,2016.0,1199.0,Third Party,Manual,43000.0,First Owner,Petrol,5.0,18.7 kmpl,Hatchback,Mumbai,2016.0,20k-60k,88.0,18.7,kmpl,3.383923222454958
2016 Hyundai Verna 1.6 VTVT AT SX,7337.77,2016.0,1591.0,Third Party,Automatic,33400.0,First Owner,Petrol,5.0,17.01 kmpl,Sedan,Mumbai,2016.0,20k-60k,121.0,17.01,kmpl,3.4069838767079568
2015 Chevrolet Enjoy 1.3 TCDi LS 7,4280.37,2015.0,1248.0,Comprehensive,Manual,116000.0,First Owner,Diesel,7.0,18.2 kmpl,MUV,Mumbai,2015.0,100k+,73.0,18.2,kmpl,3.3526844981655155
2021 Tata Nexon XMA AMT BSVI,10117.23,2021.0,1199.0,Third Party,Automatic,11000.0,First Owner,Petrol,5.0,17.05 kmpl,SUV,Mumbai,2021.0,0-20k,118.0,17.05,kmpl,3.4358283840786794
2017 Audi A4 30 TFSI Premium Plus,25571.03,2017.0,1395.0,Comprehensive,Automatic,44500.0,Second Owner,Petrol,5.0,17.84 kmpl,Sedan,Mumbai,2017.0,20k-60k,147.0,17.84,kmpl,3.5065118034380633
2019 BMW 3 Series 320d Luxury Line,28350.49,2019.0,1995.0,Comprehensive,Automatic,60000.0,First Owner,Diesel,5.0,22.69 kmpl,Sedan,Mumbai,2019.0,20k-60k,187.0,22.69,kmpl,3.513353135988422
2016 Maruti Swift DDiS VDI,6392.76,2016.0,1248.0,Third Party,Manual,43000.0,First Owner,Diesel,5.0,28.4 kmpl,Hatchback,Mumbai,2016.0,20k-60k,74.0,26.0,kmpl,3.3938268572128387
2009 Hyundai Santro Xing GLS,2167.98,2009.0,1086.0,Third Party,Manual,63248.0,First Owner,Petrol,5.0,17.92 kmpl,Hatchback,Mumbai,2009.0,60k-100k,62.0,17.92,kmpl,3.2720495782982733
2019 Honda Amaze VX CVT Petrol BSIV,8838.68,2019.0,1199.0,Zero Dep,Automatic,19000.0,First Owner,Petrol,5.0,19 kmpl,Sedan,Mumbai,2019.0,0-20k,88.0,19.0,kmpl,3.4239956514255785
2015 Maruti Ertiga VDI,8015.96,2015.0,1248.0,Comprehensive,Manual,51524.0,Second Owner,Diesel,7.0,20.77 kmpl,MUV,Mumbai,2015.0,20k-60k,88.0,20.77,kmpl,3.4151695959294206
2013 Honda New Accord 2.4 A/T,7171.01,2013.0,2354.0,Comprehensive,Automatic,44000.0,Second Owner,Petrol,5.0,11.7 kmpl,Sedan,Mumbai,2013.0,20k-60k,177.0,13.0,kmpl,3.4048234391401606
2018 Honda Amaze V CVT Petrol BSIV,8060.43,2018.0,1199.0,Zero Dep,Automatic,28000.0,First Owner,Petrol,5.0,19 kmpl,Sedan,Mumbai,2018.0,20k-60k,88.0,19.0,kmpl,3.4156755143508244
2011 Honda City 1.5 S MT,3613.3,2011.0,1497.0,Third Party,Manual,57000.0,First Owner,Petrol,5.0,17 kmpl,Sedan,Mumbai,2011.0,20k-60k,116.39,17.0,kmpl,3.33394512586647
2012 Honda City V AT,4947.44,2012.0,1497.0,Third Party,Automatic,36000.0,First Owner,Petrol,5.0,15.6 kmpl,Sedan,Mumbai,2012.0,20k-60k,116.0,15.6,kmpl,3.3680481431964884
2016 Honda City i VTEC CVT VX,8616.33,2016.0,1497.0,Zero Dep,Automatic,37000.0,First Owner,Petrol,5.0,18 kmpl,Sedan,Mumbai,2016.0,20k-60k,117.0,18.0,kmpl,3.4217161182659885
2016 Hyundai Verna 1.6 VTVT AT S,7171.01,2016.0,1591.0,Comprehensive,Automatic,42000.0,First Owner,Petrol,5.0,17.01 kmpl,Sedan,Mumbai,2016.0,20k-60k,121.0,17.01,kmpl,3.4048234391401606
2019 Hyundai Venue SX Plus Turbo DCT BSIV,11618.14,2019.0,998.0,Zero Dep,Automatic,22000.0,First Owner,Petrol,5.0,18.15 kmpl,SUV,Mumbai,2019.0,20k-60k,118.0,18.15,kmpl,3.4475109448134096
2013 Hyundai i10 Sportz,3324.23,2013.0,1197.0,Third Party,Manual,20000.0,First Owner,Petrol,5.0,20.36 kmpl,Hatchback,Mumbai,2013.0,0-20k,78.0,20.36,kmpl,3.324407280144853
2017 Maruti Ignis 1.2 Zeta BSIV,5503.33,2017.0,1197.0,Third Party,Manual,11000.0,First Owner,Petrol,5.0,20.89 kmpl,Hatchback,Mumbai,2017.0,0-20k,81.0,20.89,kmpl,3.378972216652173
2016 Maruti Ertiga BSIV VXI,8282.79,2016.0,1373.0,Third Party,Manual,20000.0,First Owner,Petrol,7.0,17.5 kmpl,MUV,Mumbai,2016.0,0-20k,91.0,17.5,kmpl,3.4181532560203993
2018 Maruti Ertiga ZXI Plus Petrol,9394.57,2018.0,1462.0,Third Party,Manual,32000.0,First Owner,Petrol,7.0,19.34 kmpl,MUV,Mumbai,2018.0,20k-60k,103.0,19.34,kmpl,3.4293904306261362
2018 Maruti Swift VXI 2018,6615.11,2018.0,1197.0,Third Party,Manual,11000.0,First Owner,Petrol,5.0,22 kmpl,Hatchback,Mumbai,2018.0,0-20k,81.0,22.0,kmpl,3.397134819835788
2018 Maruti Ignis 1.2 AMT Zeta BSIV,6392.76,2018.0,1197.0,Comprehensive,Automatic,24000.0,First Owner,Petrol,5.0,20.89 kmpl,Hatchback,Mumbai,2018.0,20k-60k,81.0,20.89,kmpl,3.3938268572128387
2017 Maruti Swift Dzire VXI,6503.94,2017.0,1197.0,Comprehensive,Manual,27000.0,First Owner,Petrol,5.0,20.85 kmpl,Sedan,Mumbai,2017.0,20k-60k,83.0,20.85,kmpl,3.3954988102158645
2017 Maruti Ciaz 1.4 Zeta,7726.9,2017.0,1373.0,Zero Dep,Manual,25000.0,First Owner,Petrol,5.0,20.73 kmpl,Sedan,Mumbai,2017.0,20k-60k,91.0,20.73,kmpl,3.411792085267235
2018 Jeep Compass 1.4 Limited Option,13619.35,2018.0,1368.0,Third Party,Automatic,47000.0,First Owner,Petrol,5.0,16 kmpl,SUV,Mumbai,2018.0,20k-60k,160.0,16.0,kmpl,3.4604128909118343
2020 Maruti Wagon R VXI AMT 1.2,6948.65,2020.0,1197.0,Comprehensive,Automatic,11000.0,First Owner,Petrol,5.0,20.52 kmpl,Hatchback,Mumbai,2020.0,0-20k,81.0,20.52,kmpl,3.401841642838838
2021 Toyota Innova Crysta 2.4 ZX 7 STR AT,30963.18,2021.0,2360.0,Comprehensive,Automatic,33000.0,First Owner,Diesel,7.0,12 kmpl,MUV,Mumbai,2021.0,20k-60k,148.0,13.0,kmpl,3.519051041976097
2017 Maruti Baleno 1.2 CVT Zeta,7171.01,2017.0,1197.0,Comprehensive,Automatic,28000.0,First Owner,Petrol,5.0,21.4 kmpl,Hatchback,Mumbai,2017.0,20k-60k,83.0,21.4,kmpl,3.4048234391401606
2018 Honda City CVT,10284.0,2020.0,1497.0,Comprehensive,Automatic,66884.0,First Owner,Petrol,5.0,16.4 kmpl,Sedan,Mumbai,2018.0,60k-100k,78.0,16.400000000000002,kmpl,3.437231688189122
2020 Skoda Rapid 1.6 MPI AT Style,9116.63,2020.0,1598.0,Comprehensive,Automatic,47497.0,First Owner,Petrol,5.0,14.3 kmpl,Sedan,Mumbai,2020.0,20k-60k,103.0,14.3,kmpl,3.426745153007183
2019 Maruti Ertiga ZXI Plus Petrol,10951.07,2019.0,1462.0,Comprehensive,Manual,55395.0,First Owner,Petrol,7.0,19.34 kmpl,MUV,Mumbai,2019.0,20k-60k,103.0,19.34,kmpl,3.4425695965400065
2011 Volkswagen Vento Petrol Highline,3613.3,2011.0,1598.0,Third Party,Manual,37000.0,Second Owner,Petrol,5.0,15.04 kmpl,Sedan,Mumbai,2011.0,20k-60k,103.0,15.04,kmpl,3.33394512586647
2022 Maruti XL6 Zeta,13230.23,2022.0,1462.0,Comprehensive,Manual,11000.0,First Owner,Petrol,6.0,19.01 kmpl,MUV,Mumbai,2022.0,0-20k,103.0,19.01,kmpl,3.4581001047608915
2013 Toyota Innova 2.5 VX (Diesel) 8 Seater,10728.72,2013.0,2360.0,Comprehensive,Manual,83000.0,First Owner,Diesel,8.0,12.99 kmpl,MUV,Mumbai,2013.0,60k-100k,100.0,13.0,kmpl,3.440837158136422
2013 Honda City 1.5 S AT,4947.44,2013.0,1497.0,Comprehensive,Automatic,64000.0,First Owner,Petrol,5.0,16.8 kmpl,Sedan,Mumbai,2013.0,60k-100k,116.0,16.8,kmpl,3.3680481431964884
2012 Maruti Swift VDI,4347.08,2012.0,1248.0,Comprehensive,Manual,70000.0,First Owner,Diesel,5.0,22.9 kmpl,Hatchback,Mumbai,2012.0,60k-100k,74.0,22.9,kmpl,3.354353383937875
2014 Ford Ecosport 1.5 DV5 MT Titanium,5725.69,2014.0,1498.0,Comprehensive,Manual,70000.0,First Owner,Diesel,5.0,22.7 kmpl,SUV,Mumbai,2014.0,60k-100k,89.0,22.7,kmpl,3.38295745288895
2015 Honda City i VTEC CVT SV,6837.47,2015.0,1497.0,Comprehensive,Automatic,56000.0,First Owner,Petrol,5.0,18 kmpl,Sedan,Mumbai,2015.0,20k-60k,117.0,18.0,kmpl,3.400305067087012
2015 Ford Ecosport 1.5 Petrol Titanium AT,5725.69,2015.0,1496.0,Third Party,Automatic,64000.0,First Owner,Petrol,5.0,14.7 kmpl,SUV,Mumbai,2015.0,60k-100k,120.0,14.7,kmpl,3.38295745288895
2010 Maruti SX4 ZXI AT,3057.41,2010.0,1586.0,Third Party,Automatic,48000.0,First Owner,Petrol,5.0,12.6 kmpl,Sedan,Mumbai,2010.0,20k-60k,103.0,13.0,kmpl,3.3146216286441312
2015 Maruti Swift Dzire VXI 1.2 BS IV,5392.15,2015.0,1197.0,Third Party,Manual,35000.0,First Owner,Petrol,5.0,22 kmpl,Sedan,Mumbai,2015.0,20k-60k,81.0,22.0,kmpl,3.376902345379031
2016 Honda City i VTEC V,6837.47,2016.0,1497.0,Third Party,Manual,43000.0,First Owner,Petrol,5.0,17.8 kmpl,Sedan,Mumbai,2016.0,20k-60k,117.0,17.8,kmpl,3.400305067087012
2020 Toyota Fortuner 2.8 4WD MT,31685.84,2020.0,2360.0,Comprehensive,Manual,57000.0,First Owner,Diesel,7.0,14.24 kmpl,SUV,Mumbai,2020.0,20k-60k,174.0,14.24,kmpl,3.5205203265693656
2013 Mercedes-Benz GL-Class 350 CDI Blue Efficiency,29462.28,2013.0,2360.0,Comprehensive,Automatic,78700.0,Second Owner,Diesel,7.0,11.3 kmpl,SUV,Mumbai,2013.0,60k-100k,187.0,13.0,kmpl,3.5158558760149554
2016 Hyundai Xcent 1.2 VTVT S,5003.03,2017.0,1197.0,Comprehensive,Manual,46729.0,First Owner,Petrol,5.0,20.14 kmpl,Sedan,Mumbai,2016.0,20k-60k,81.0,20.14,kmpl,3.369209010798171
2017 Hyundai Grand i10 1.2 CRDi Sportz,6615.11,2017.0,1186.0,Comprehensive,Manual,37270.0,First Owner,Diesel,5.0,24 kmpl,Hatchback,Mumbai,2017.0,20k-60k,73.0,24.000000000000004,kmpl,3.397134819835788
2018 Toyota Innova Crysta 2.8 ZX AT BSIV,22180.09,2018.0,2360.0,Third Party,Automatic,62000.0,Second Owner,Diesel,7.0,11.36 kmpl,MUV,Mumbai,2018.0,60k-100k,171.0,13.0,kmpl,3.496766037411179
2016 Honda BR-V i-VTEC S MT,7726.9,2016.0,1497.0,Third Party,Manual,44000.0,First Owner,Petrol,7.0,15.4 kmpl,SUV,Mumbai,2016.0,20k-60k,117.0,15.4,kmpl,3.411792085267235
2022 Hyundai Venue SX Turbo,13285.82,2022.0,998.0,Comprehensive,Manual,11000.0,First Owner,Petrol,5.0,18.27 kmpl,SUV,Mumbai,2022.0,0-20k,118.0,18.27,kmpl,3.4584357485892396
2021 BMW X3 xDrive 30i Luxury Line,31685.84,2021.0,1998.0,Comprehensive,Automatic,20000.0,First Owner,Petrol,5.0,13.17 kmpl,SUV,Mumbai,2021.0,0-20k,187.0,13.17,kmpl,3.5205203265693656
2017 Volkswagen Polo 1.2 MPI Highline,6615.11,2017.0,1199.0,Comprehensive,Manual,20000.0,First Owner,Petrol,5.0,16.2 kmpl,Hatchback,Mumbai,2017.0,0-20k,74.0,16.2,kmpl,3.397134819835788
2015 Hyundai EON Magna Plus,3057.41,2015.0,998.0,Comprehensive,Manual,13560.0,Second Owner,Petrol,5.0,21.1 kmpl,Hatchback,Mumbai,2015.0,0-20k,58.0,21.1,kmpl,3.3146216286441312
2011 Hyundai i20 1.2 Asta,3057.41,2011.0,1197.0,Third Party,Manual,66400.0,Second Owner,Petrol,5.0,17 kmpl,Hatchback,Mumbai,2011.0,60k-100k,78.91,17.0,kmpl,3.3146216286441312
2017 Audi A4 35 TDI Technology,26404.87,2017.0,1968.0,Comprehensive,Automatic,48000.0,First Owner,Diesel,5.0,18.25 kmpl,Sedan,Mumbai,2017.0,20k-60k,187.0,18.25,kmpl,3.50865948442204
2012 Honda City V AT,4169.19,2012.0,1497.0,Comprehensive,Automatic,55600.0,First Owner,Petrol,5.0,15.6 kmpl,Sedan,Mumbai,2012.0,20k-60k,116.0,15.6,kmpl,3.3498286097594283
2016 Ford Ecosport 1.5 Diesel Titanium,6615.11,2016.0,1498.0,Third Party,Manual,52152.0,Second Owner,Diesel,5.0,21.7 kmpl,SUV,Mumbai,2016.0,20k-60k,98.0,21.7,kmpl,3.397134819835788
2016 Toyota Innova Crysta 2.4 VX MT,18022.02,2016.0,2360.0,Comprehensive,Manual,91002.0,First Owner,Diesel,7.0,13.68 kmpl,MUV,Mumbai,2016.0,60k-100k,147.0,13.68,kmpl,3.481866058078112
2018 Maruti Ignis Zeta BSVI,5503.33,2018.0,1197.0,Third Party,Manual,39622.0,First Owner,Petrol,5.0,20.89 kmpl,Hatchback,Mumbai,2018.0,20k-60k,81.0,20.89,kmpl,3.378972216652173
2020 Maruti S-Presso VXI AT 2019-2022,5836.87,2020.0,998.0,Third Party,Automatic,31178.0,First Owner,Petrol,5.0,21.7 kmpl,Hatchback,Mumbai,2020.0,20k-60k,67.0,21.7,kmpl,3.3848773063118682
2018 Skoda Kodiaq 2.0 TDI Style,30574.06,2018.0,1968.0,Comprehensive,Automatic,39000.0,First Owner,Diesel,7.0,16.25 kmpl,SUV,Mumbai,2018.0,20k-60k,148.0,16.250000000000004,kmpl,3.5182417951537697
2009 Hyundai Verna i (Petrol),2167.98,2009.0,1599.0,Third Party,Manual,55000.0,Second Owner,Petrol,5.0,13.9 kmpl,Sedan,Mumbai,2009.0,20k-60k,103.0,13.9,kmpl,3.2720495782982733
2018 Hyundai Verna CRDi 1.6 SX Option,10550.83,2018.0,1582.0,Comprehensive,Manual,62511.0,First Owner,Diesel,5.0,22 kmpl,Sedan,Mumbai,2018.0,60k-100k,126.0,22.0,kmpl,3.4394180670803722
2017 Honda WR-V i-VTEC VX,8338.38,2017.0,1199.0,Comprehensive,Manual,27800.0,First Owner,Petrol,5.0,17.5 kmpl,SUV,Mumbai,2017.0,20k-60k,88.0,17.5,kmpl,3.418759556158009
2015 Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,11951.68,2015.0,2360.0,Comprehensive,Manual,101844.0,First Owner,Diesel,8.0,12.99 kmpl,MUV,Mumbai,2015.0,100k+,100.0,13.0,kmpl,3.4498488693524885
2016 Audi A3 35 TDI Technology,15564.98,2016.0,1968.0,Comprehensive,Automatic,49000.0,Second Owner,Diesel,5.0,20.38 kmpl,Sedan,Mumbai,2016.0,20k-60k,143.0,20.38,kmpl,3.470839620902932
2020 Kia Seltos GTX Plus Diesel AT,19400.63,2020.0,1493.0,Comprehensive,Automatic,26471.0,First Owner,Diesel,5.0,18 kmpl,SUV,Mumbai,2020.0,20k-60k,113.0,18.0,kmpl,3.4872509393574376
2013 Volkswagen Vento Petrol Highline,3891.24,2013.0,1598.0,Comprehensive,Manual,75000.0,Second Owner,Petrol,5.0,15.04 kmpl,Sedan,Mumbai,2013.0,60k-100k,103.0,15.04,kmpl,3.342246062789089
2018 Volkswagen Polo GT TSI,9894.88,2018.0,1197.0,Comprehensive,Automatic,26000.0,First Owner,Petrol,5.0,17.21 kmpl,Hatchback,Mumbai,2018.0,20k-60k,103.0,17.21,kmpl,3.4339111681039536
2018 Jeep Compass 1.4 Limited Option,15009.08,2018.0,1368.0,Comprehensive,Automatic,32000.0,First Owner,Petrol,5.0,16 kmpl,SUV,Mumbai,2018.0,20k-60k,160.0,16.0,kmpl,3.4680364431613575
2009 Nissan Teana XL,3057.41,2009.0,2360.0,Comprehensive,Automatic,86500.0,Second Owner,Petrol,5.0,11.07 kmpl,Sedan,Mumbai,2009.0,60k-100k,179.0,13.0,kmpl,3.3146216286441312
2018 Nissan Sunny XV CVT,6392.76,2018.0,1498.0,Comprehensive,Automatic,40000.0,Second Owner,Petrol,5.0,17.5 kmpl,Sedan,Mumbai,2018.0,20k-60k,99.0,17.5,kmpl,3.3938268572128387
2012 Nissan Sunny Diesel XV,3891.24,2012.0,1461.0,Comprehensive,Manual,70000.0,First Owner,Diesel,5.0,21.64 kmpl,Sedan,Mumbai,2012.0,60k-100k,84.0,21.64,kmpl,3.342246062789089
2012 Mitsubishi Outlander Chrome,6281.58,2012.0,2360.0,Comprehensive,Manual,72000.0,First Owner,Petrol,5.0,11.3 kmpl,SUV,Mumbai,2012.0,60k-100k,167.67,13.0,kmpl,3.3921176798569928
2017 Land Rover Discovery Sport SD4 HSE Luxury,31685.84,2017.0,2179.0,Comprehensive,Automatic,38000.0,First Owner,Diesel,5.0,12.97 kmpl,SUV,Mumbai,2017.0,20k-60k,187.0,13.0,kmpl,3.5205203265693656
2021 Kia Seltos HTK Plus iMT,14342.01,2021.0,1497.0,Comprehensive,Manual,25000.0,First Owner,Petrol,5.0,16.8 kmpl,SUV,Mumbai,2021.0,20k-60k,113.0,16.8,kmpl,3.4644939500055543
2017 Jaguar XE Prestige,27683.42,2017.0,1999.0,Comprehensive,Automatic,26000.0,First Owner,Petrol,5.0,13.6 kmpl,Sedan,Mumbai,2017.0,20k-60k,187.0,13.6,kmpl,3.511791066186281
2013 Jaguar XF 2.2 Litre Luxury,18789.15,2013.0,2179.0,Comprehensive,Automatic,42000.0,First Owner,Diesel,5.0,16.36 kmpl,Sedan,Mumbai,2013.0,20k-60k,187.0,16.36,kmpl,3.4849242879344553
2016 Toyota Innova Crysta 2.8 GX AT 8S BSIV,18889.21,2016.0,2360.0,Comprehensive,Automatic,64000.0,First Owner,Diesel,8.0,11.36 kmpl,MUV,Mumbai,2016.0,60k-100k,171.0,13.0,kmpl,3.485311519285893
2019 Hyundai Venue SX Plus Turbo DCT BSIV,11395.79,2019.0,998.0,Comprehensive,Automatic,26000.0,First Owner,Petrol,5.0,18.15 kmpl,SUV,Mumbai,2019.0,20k-60k,118.0,18.15,kmpl,3.4459046681723655
2018 Hyundai Tucson 2.0 Dual VTVT 2WD AT GLS,15453.8,2018.0,1999.0,Comprehensive,Automatic,44000.0,First Owner,Petrol,5.0,12.95 kmpl,SUV,Mumbai,2018.0,20k-60k,152.0,13.0,kmpl,3.4702892256174156
2017 Honda Jazz 1.2 V AT i VTEC,7226.6,2017.0,1199.0,Comprehensive,Automatic,21000.0,Second Owner,Petrol,5.0,19 kmpl,Hatchback,Mumbai,2017.0,20k-60k,88.0,19.0,kmpl,3.405550634802963
2017 Honda City i-VTEC CVT ZX,10284.0,2017.0,1497.0,Comprehensive,Automatic,26000.0,First Owner,Petrol,5.0,18 kmpl,Sedan,Mumbai,2017.0,20k-60k,117.0,18.0,kmpl,3.437231688189122
2018 Honda Amaze V CVT Petrol BSIV,8060.43,2018.0,1199.0,Comprehensive,Automatic,17000.0,First Owner,Petrol,5.0,19 kmpl,Sedan,Mumbai,2018.0,0-20k,88.0,19.0,kmpl,3.4156755143508244
2017 BMW X5 xDrive 30d Design Pure Experience 5 Seater,31685.84,2017.0,2360.0,Comprehensive,Automatic,74300.0,First Owner,Diesel,5.0,15.97 kmpl,SUV,Mumbai,2017.0,60k-100k,187.0,15.970000000000002,kmpl,3.5205203265693656
2018 Maruti Swift Dzire AMT VXI,6837.47,2018.0,1197.0,Comprehensive,Automatic,39000.0,First Owner,Petrol,5.0,21.21 kmpl,Sedan,Mumbai,2018.0,20k-60k,81.0,21.21,kmpl,3.400305067087012
2019 BMW X1 sDrive 20d xLine,31685.84,2019.0,1995.0,Comprehensive,Automatic,36000.0,First Owner,Diesel,5.0,20.68 kmpl,SUV,Mumbai,2019.0,20k-60k,187.0,20.68,kmpl,3.5205203265693656
2020 BMW 7 Series 730Ld M Sport,31685.84,2020.0,2360.0,Comprehensive,Automatic,21500.0,First Owner,Diesel,4.0,17.66 kmpl,Sedan,Mumbai,2020.0,20k-60k,187.0,17.66,kmpl,3.5205203265693656
2019 BMW 3 Series GT Luxury Line,31685.84,2019.0,1995.0,Comprehensive,Automatic,22000.0,First Owner,Diesel,5.0,21.76 kmpl,Sedan,Mumbai,2019.0,20k-60k,187.0,21.76,kmpl,3.5205203265693656
2012 Audi A8 L 3.0 TDI quattro,21401.84,2012.0,2360.0,Comprehensive,Automatic,58000.0,Second Owner,Diesel,5.0,11.8 kmpl,Sedan,Mumbai,2012.0,20k-60k,187.0,13.0,kmpl,3.4942607159625507
2014 Hyundai Xcent 1.1 CRDi SX Option,5503.33,2014.0,1120.0,Comprehensive,Manual,46488.0,First Owner,Diesel,5.0,24.4 kmpl,Sedan,Mumbai,2014.0,20k-60k,71.0,24.4,kmpl,3.378972216652173
2021 Tata Altroz XZ BSVI,8883.15,2021.0,1199.0,Comprehensive,Manual,11000.0,First Owner,Petrol,5.0,19.33 kmpl,Hatchback,Mumbai,2021.0,0-20k,86.0,19.33,kmpl,3.424442852076294
2018 Honda WR-V Edge Edition i-VTEC S,7504.54,2018.0,1199.0,Third Party,Manual,30640.0,First Owner,Petrol,5.0,17.5 kmpl,SUV,Mumbai,2018.0,20k-60k,88.0,17.5,kmpl,3.4090831559842654
2019 Maruti Vitara Brezza ZDi Plus AMT Dual Tone,10951.07,2019.0,1248.0,Comprehensive,Automatic,65000.0,First Owner,Diesel,5.0,24.3 kmpl,SUV,Mumbai,2019.0,60k-100k,88.0,24.3,kmpl,3.4425695965400065
2021 Mahindra XUV500 W11 Option AT,20556.89,2021.0,2179.0,Comprehensive,Automatic,29400.0,First Owner,Diesel,7.0,15.1 kmpl,SUV,Mumbai,2021.0,20k-60k,152.0,15.1,kmpl,3.491406660031964
2017 Toyota Innova Crysta 2.8 ZX AT BSIV,20845.95,2017.0,2360.0,Comprehensive,Automatic,62500.0,First Owner,Diesel,7.0,11.36 kmpl,MUV,Mumbai,2017.0,60k-100k,171.0,13.0,kmpl,3.492399498005876
2015 Maruti Swift Dzire LDI,4947.44,2015.0,1248.0,Third Party,Manual,82000.0,Second Owner,Diesel,5.0,23.4 kmpl,Sedan,Mumbai,2015.0,60k-100k,74.0,23.4,kmpl,3.3680481431964884
2018 Honda City VX CVT,9950.47,2018.0,1497.0,Third Party,Automatic,39000.0,First Owner,Petrol,5.0,17.4 kmpl,Sedan,Mumbai,2018.0,20k-60k,117.0,17.400000000000002,kmpl,3.4343955717691568
2022 Mercedes-Benz C-Class C 220d BSVI,31685.84,2022.0,1993.0,Third Party,Automatic,14500.0,First Owner,Diesel,5.0,23 kmpl,Sedan,Mumbai,2022.0,0-20k,187.0,23.0,kmpl,3.5205203265693656
2018 Tata Tigor 1.2 Revotron XT,5280.97,2018.0,1199.0,Comprehensive,Manual,61242.0,First Owner,Petrol,5.0,20.3 kmpl,Sedan,Mumbai,2018.0,60k-100k,84.0,20.3,kmpl,3.3747777248255977
2011 Honda New Accord 2.4 MT,4725.08,2011.0,2354.0,Third Party,Manual,85900.0,Second Owner,Petrol,5.0,12.8 kmpl,Sedan,Mumbai,2011.0,60k-100k,177.0,13.0,kmpl,3.3632339561399833
2018 Hyundai Creta 1.6 VTVT AT SX Plus,13285.82,2018.0,1591.0,Third Party,Automatic,58004.0,First Owner,Petrol,5.0,13 kmpl,SUV,Mumbai,2018.0,20k-60k,121.0,13.0,kmpl,3.4584357485892396
2020 Kia Carnival Limousine Plus,31685.84,2020.0,2199.0,Comprehensive,Automatic,25000.0,First Owner,Diesel,7.0,14.11 kmpl,MUV,Mumbai,2020.0,20k-60k,187.0,14.11,kmpl,3.5205203265693656
2015 Honda City i VTEC CVT VX,7393.36,2015.0,1497.0,Comprehensive,Automatic,40000.0,First Owner,Petrol,5.0,18 kmpl,Sedan,Mumbai,2015.0,20k-60k,117.0,18.0,kmpl,3.407690291514224
2012 BMW 5 Series 520d,13786.12,2012.0,1995.0,Comprehensive,Automatic,65000.0,Second Owner,Diesel,5.0,18.48 kmpl,Sedan,Mumbai,2012.0,60k-100k,177.0,18.48,kmpl,3.4613786453223376
2014 BMW 5 Series 520d Luxury Line,22791.57,2014.0,1995.0,Comprehensive,Automatic,68000.0,First Owner,Diesel,5.0,18.12 kmpl,Sedan,Mumbai,2014.0,60k-100k,187.0,18.12,kmpl,3.498657683372446
